source_id,ra,dec,ra_error,dec_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_g_n_obs,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_n_obs,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_excess_noise,astrometric_excess_noise_sig,duplicated_source,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_variable_flag,pixel
1513209513452274944,191.25335687294074,30.02368501613278,0.04852125,0.034783743,16.292154,1338.6097,331,17.840006,98.55138000000001,35,15.086910999999999,555.06165,33,279,278,0.0,0.0,False,2016.0,6.241804422573469,0.05361779,-9.390177102395176,0.05749434,-16.593581691755592,0.054002355999999994,NOT_AVAILABLE,2948
1513209582171543040,191.24513795600015,30.03555227146741,1.3292023000000002,0.94821167,20.70215,87.883354,115,20.530179999999998,6.819592,10,20.27221,6.0099792,10,119,119,0.0,9.452918999999999e-16,False,2016.0,0.4865388828741608,1.6752349999999998,0.4011145634973469,1.7173593,-2.1627025370934745,1.1344823,NOT_AVAILABLE,2948
1513209612235622528,191.27070126731843,30.03561341689484,0.21140091,0.16803502,18.436045,316.6617,348,19.572433,20.792202,40,17.187521,82.78766999999998,39,310,308,1.4636245,16.61403,False,2016.0,2.0827930278712192,0.24980827,-6.015478892478369,0.24383962,-3.825933861547568,0.24767119,NOT_AVAILABLE,2948
1513209616530573440,191.26389558151791,30.033732905789623,0.98385835,0.6320428000000001,18.182442,36.248367,260,16.665516,5.971711599999999,12,15.696129,20.881067,22,271,269,6.740024000000001,303.73047,False,2016.0,,,,,,,NOT_AVAILABLE,2948
1513209616530573824,191.2708845989598,30.035711249778075,3.171716,11.707449,20.563316,59.07103000000001,53,,,0,,,0,69,69,3.3304663,1.565331,False,2016.0,,,,,,,NOT_AVAILABLE,2948
1513209616531490304,191.26329877953614,30.03443734290457,0.019017911999999998,0.015190983,11.255705,3025.8364,360,11.507665,2101.6020000000008,43,10.848891,2640.656,42,315,306,0.16118534,40.192963,False,2016.0,2.328890998112457,0.022471743,-9.161647488186912,0.02303256,-2.18722927659477,0.023119485,NOT_AVAILABLE,2948
1513209646595361152,191.2823260415402,30.03966060963211,0.12234629,0.094859354,18.271639999999998,743.3369,363,18.732271,36.07565,42,17.66682,43.890305,39,314,313,0.0,0.0,False,2016.0,0.22388350090900352,0.15194663,-2.4098645582560745,0.14013527,-5.469284265120032,0.13729715,NOT_AVAILABLE,2948
1513209749674575616,191.23205940498684,30.0265809827063,0.2693165,0.21370776,19.427446,364.2875,316,20.420154999999998,15.667237,36,18.470914999999998,45.158809999999995,37,290,287,0.41003147,0.30626836,False,2016.0,0.5786175462819235,0.32693467,-10.884486291527601,0.31706864,-8.56374657283108,0.29231355,NOT_AVAILABLE,2948
1513209753970443648,191.2303228755405,30.039263729502306,0.013326751000000001,0.01118174,12.569427000000001,3402.4263,349,12.845298,1507.5565,38,12.126174,1930.5381,35,304,303,0.08544572,9.616031,False,2016.0,1.93555854715134,0.01599568,6.6373633973453545,0.015700264,-14.348059103505655,0.015857462,NOT_AVAILABLE,2948
1513209784034314112,191.23939517571048,30.03334506900526,0.34187952,0.2982571,19.822142000000003,267.43372,348,20.673614999999998,9.797801,31,18.921991000000002,26.920202000000003,32,293,293,0.0,0.0,False,2016.0,0.9798512709804976,0.44261038,-13.319138412058376,0.40522328,-11.560442574750777,0.38322416,NOT_AVAILABLE,2948
